"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","po_number","u_scheduled_retirement","model_id"
"","C016367","C016367","23021010553301","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016354","C016354","23021010553307","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016338","C016338","23021010554759","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016365","C016365","23021010554893","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016278","C016278","23021010554925","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C012828","C012828","23063010553471","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","NRGH","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C012829","C012829","23063010556497","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","NRGH","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C012924","C012924","23064010555856","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C016673","C016673","23064010556881","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C012933","C012933","23064010556881","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","","","",""
"","C016370","C016370","23069010556467","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","1055","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C017491","C017491","23069010556477","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017494","C017494","23069010556484","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017492","C017492","23069010556787","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017490","C017490","23072010550303","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017493","C017493","23072010550308","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017495","C017495","23072010550330","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","Diagnostic & Treatment","DT2117","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017496","C017496","23072010550335","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","Diagnostic & Treatment","DT2118","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017497","C017497","23072010550339","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","Diagnostic & Treatment","DT2119","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016368","C016368","23072010550451","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016335","C016335","23072010552038","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016725","C016725","23072010552040","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","BIRTHING RM#3","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016331","C016331","23072010552205","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016277","C016277","23072010552222","VIHA-RJH-Royal Jubilee Hospital","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8178-HC"
"AO001734-CRT","C013004","C013004","23083010558307","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","Workspace","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013134","C013134","23172010554278","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013129","C013129","23172010554365","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013130","C013130","23172010554666","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013127","C013127","23172010554802","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013133","C013133","23172010554912","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C012990","C012990","23172010554964","VIHA-NRGH-Nanaimo Regional General Hospital","Main","S2159","1167519","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015468","C015468","23172010558726","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015466","C015466","23172010558732","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015469","C015469","23172010558736","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015470","C015470","23172010558741","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015465","C015465","23172010558753","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013132","C013132","23172010558989","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015467","C015467","23172010559162","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Victoria Glanford Avenue","Room #2","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C012841","C012841","23174010556199","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","","","",""
"","C012946","C012946","23177010556493","","Main","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016733","C016733","23201010561731","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016053","C016053","23208010562481","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016076","C016076","23208010562483","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016058","C016058","23208010562488","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016088","C016088","23208010562489","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016060","C016060","23209010556731","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016054","C016054","23209010556779","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016071","C016071","23209010556847","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016075","C016075","23209010556928","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016069","C016069","23209010556930","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016052","C016052","23209010557009","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016047","C016047","23213010558620","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016051","C016051","23213010561046","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016084","C016084","23213010561144","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016080","C016080","23213010561162","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016067","C016067","23213010561193","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016064","C016064","23213010561206","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016091","C016091","23213010561257","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016057","C016057","23213010561258","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016065","C016065","23213010561268","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016072","C016072","23213010561309","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016086","C016086","23213010561311","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013187","C013187","23213010561313","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Main Building","4004","1202060","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C016066","C016066","23214010550019","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016070","C016070","23214010550022","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016087","C016087","23214010550045","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016056","C016056","23214010550064","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016083","C016083","23214010550067","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016059","C016059","23214010550084","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016082","C016082","23214010550109","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016048","C016048","23221010557301","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016074","C016074","23222010552793","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016055","C016055","23222010552795","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016062","C016062","23222010552797","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016078","C016078","23222010552840","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016063","C016063","23222010552847","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016073","C016073","23222010552882","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016089","C016089","23222010552885","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016079","C016079","23222010552952","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016050","C016050","23222010553027","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016081","C016081","23222010553061","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016085","C016085","23222010553899","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016077","C016077","23222010554006","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016049","C016049","23222010554007","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016061","C016061","23222010554022","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016068","C016068","23222010554031","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016090","C016090","23222010554037","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016728","C016728","23222010554344","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016729","C016729","23224010551601","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016732","C016732","23224010551698","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016731","C016731","23226010555060","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C016730","C016730","23226010555443","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","Main Building","TS1309","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C015972","C015972","23284010553845","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015975","C015975","23284010553864","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015967","C015967","23284010553904","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015973","C015973","23284010553943","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015976","C015976","23284010553978","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015968","C015968","23284010553984","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015970","C015970","23284010554066","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015974","C015974","23284010554214","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015969","C015969","23284010554221","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C015971","C015971","23284010554222","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C017176","C017176","23285010550652","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","B004","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","234564446-SCN","234564446-SCN","234564446","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013125","C013125","24050010555701","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013128","C013128","24050010555779","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013131","C013131","24050010555782","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G257","1237094","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013219","C013219","24081010560634","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013220","C013220","24081010560742","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016979","C016979","24108010558312","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"AO005644-CRT","AO005644-SCN","C016837","24108010558386","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","","DMND0004854","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400027-CRT","AO400027-SCN","C016927","24108010568298","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013222","C013222","24116010559334","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C016923","C016923","24123010550458","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013200","C013200","24124010550252","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005044-CRT","AO005044-SCN","C017467","24124010550257","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4S (Nurse Station - Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013195","C013195","24125010550344","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004","1283542","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013221","C013221","24125010550356","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013196","C013196","24125010551406","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004","1283542","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013267","C013267","24136010550327","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","OR#1","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013276","C013276","24136010551806","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","HALL","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005066-CRT","AO005066-SCN","C013280","24136010551851","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400523-CRT","AO400523-SCN","C013275","24136010560068","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013151","C013151","24137010550423","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013152","C013152","24137010550946","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013194","C013194","24145010560228","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","1283541","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013198","C013198","24145010560295","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","10","1261317","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C012920","C012920","24150010558404","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"AO400130-CRT","C013215","C013215","24167010550339","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main Building","Hallway","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013197","C013197","24167010550341","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","1283577","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017383","C017383","24170010555513","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013256","C013256","24180010555210","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","BASEMENT","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013255","C013255","24180010555263","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013257","C013257","24180010555618","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1018","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013286","C013286","24200010565022","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013292","C013292","24200010565076","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166462","166462","24200010565136","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Main Building","","","","Zebra BARCODE SCANNER DS8178-HC"
"","C017382","C017382","24206010550910","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400005-CRT","AO400005-SCN","C013272","24207010551264","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017412","C017412","24207010551266","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017425","C017425","24207010551311","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","main","ICU","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017406","C017406","24207010552463","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017429","C017429","24207010552465","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","main","Med room","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017446","C017446","24207010552466","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017411","C017411","24207010552476","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017439","C017439","24207010562155","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017378","C017378","24207010562161","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400568-CRT","AO400568-SCN","C013264","24207010562162","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400010-CRT","AO400010-SCN","C017389","24207010562168","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017395","C017395","24207010562172","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017374","C017374","24207010562176","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017373","C017373","24207010562179","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","ED","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400571-CRT","AO400571-SCN","C017417","24207010562187","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005050-CRT","AO005050-SCN","C017397","24207010562191","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
